t,stamp,label,moving,cmd_waist,cmd_shoulder,cmd_elbow,cmd_wrist_angle,cmd_wrist_rotate,meas_waist,meas_shoulder,meas_elbow,meas_wrist_angle,meas_wrist_rotate,enc_x,enc_y,enc_z,enc_qx,enc_qy,enc_qz,enc_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,fk_x,fk_y,fk_z,fk_pitch
9.451534748077393,1788958699.1331744,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2655341625213623,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17932876381537433,0.0,0.178521697645047,-0.009203752384299109,-0.0007252971637457531,-6.675740010092527e-06,0.9999573815125858,0.11771171084626286,0.007095786924414468,0.2185249443928735,-0.040386119597585916,-0.0012625956159401917,-0.6916809781297235,0.7210719740009796,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.452391386032104,1788958699.1665316,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940282610427274,0.0,0.17834184491345487,-0.009203754574506411,-0.00022396111837996724,-2.0613705297737803e-06,0.9999576194713956,0.11769583313211884,0.007093914166323493,0.21850371050637246,-0.04047650747981005,-0.0013060417497144552,-0.691683209665458,0.7210646878499011,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.453086376190186,1788958699.1665316,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940282610427274,0.0,0.17834184491345487,-0.009203754574506411,-0.00022396111837996724,-2.0613705297737803e-06,0.9999576194713956,0.11769583313211884,0.007093914166323493,0.21850371050637246,-0.04047650747981005,-0.0013060417497144552,-0.691683209665458,0.7210646878499011,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.462432622909546,1788958699.1665316,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940282610427274,0.0,0.17834184491345487,-0.009203754574506411,-0.00022396111837996724,-2.0613705297737803e-06,0.9999576194713956,0.11769583313211884,0.007093914166323493,0.21850371050637246,-0.04047650747981005,-0.0013060417497144552,-0.691683209665458,0.7210646878499011,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.4728524684906,1788958699.1665316,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940282610427274,0.0,0.17834184491345487,-0.009203754574506411,-0.00022396111837996724,-2.0613705297737803e-06,0.9999576194713956,0.11769583313211884,0.007093914166323493,0.21850371050637246,-0.04047650747981005,-0.0013060417497144552,-0.691683209665458,0.7210646878499011,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.473398685455322,1788958699.1665316,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940282610427274,0.0,0.17834184491345487,-0.009203754574506411,-0.00022396111837996724,-2.0613705297737803e-06,0.9999576194713956,0.11769583313211884,0.007093914166323493,0.21850371050637246,-0.04047650747981005,-0.0013060417497144552,-0.691683209665458,0.7210646878499011,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.473929643630981,1788958699.1665316,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940282610427274,0.0,0.17834184491345487,-0.009203754574506411,-0.00022396111837996724,-2.0613705297737803e-06,0.9999576194713956,0.11769583313211884,0.007093914166323493,0.21850371050637246,-0.04047650747981005,-0.0013060417497144552,-0.691683209665458,0.7210646878499011,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.474323749542236,1788958699.1998887,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940105614489152,0.0,0.17834614906073795,-0.009203754549116368,-0.00023595643135704278,-2.171777125550139e-06,0.9999576167128512,0.11766481665158973,0.007098208563719845,0.2184641576041252,-0.0405039729318623,-0.0011024921277248152,-0.6915684990848054,0.7211735046169078,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.482357263565063,1788958699.1998887,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940105614489152,0.0,0.17834614906073795,-0.009203754549116368,-0.00023595643135704278,-2.171777125550139e-06,0.9999576167128512,0.11766481665158973,0.007098208563719845,0.2184641576041252,-0.0405039729318623,-0.0011024921277248152,-0.6915684990848054,0.7211735046169078,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
9.49231243133545,1788958699.1998887,home,0,0.0,-1.26,1.381,-0.12,0.0,0.0,-1.2640001773834229,1.3928545713424683,-0.1288543939590454,-0.01840776950120926,0.17940105614489152,0.0,0.17834614906073795,-0.009203754549116368,-0.00023595643135704278,-2.171777125550139e-06,0.9999576167128512,0.11766481665158973,0.007098208563719845,0.2184641576041252,-0.0405039729318623,-0.0011024921277248152,-0.6915684990848054,0.7211735046169078,0.1799554789821816,0.0,0.1797827349772174,0.0010000000000000009
