t,stamp,label,moving,cmd_waist,cmd_shoulder,cmd_elbow,cmd_wrist_angle,cmd_wrist_rotate,meas_waist,meas_shoulder,meas_elbow,meas_wrist_angle,meas_wrist_rotate,enc_x,enc_y,enc_z,enc_qx,enc_qy,enc_qz,enc_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,fk_x,fk_y,fk_z,fk_pitch,raw_x,raw_y,raw_z,raw_qx,raw_qy,raw_qz,raw_qw,rk_ok,rk_dt,rk_x,rk_y,rk_z,rk_qx,rk_qy,rk_qz,rk_qw
2.735161304473877,1789121543.1505299,watch,0,0.0076699042692780495,-1.2640001773834229,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2640001773834229,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.1799788352440362,0.0013804475063177912,0.1919697790093963,0.0008637936252648889,-0.02530483647677425,0.0038531241087030837,0.9996719824752816,0.115861184117247,-0.0019839123694352645,0.22768454656433357,0.00921232260841288,-0.0054101081778144934,-0.7029710341843165,0.7111382347613545,0.1798445575230384,0.0013794175888563632,0.19224576904976093,-0.052155330777168274,0.10615360111045949,-0.07111918985151183,0.4769090620434669,0.10558337959598435,0.9620857707499212,-0.2509390421478771,-0.01651413938194591,0,nan,nan,nan,nan,nan,nan,nan,nan
2.7750701904296875,1789121543.1838877,watch,0,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.17992408969902493,0.0013800276049944476,0.19208243118435026,0.0008649874515717592,-0.02561773050455534,0.0038533335297810016,0.9996640113064053,0.11593549668712722,-0.0020127383830693957,0.2278000289999066,0.009302845616252576,-0.00572959500654508,-0.7030618733011897,0.7110447462113219,0.17997883524403624,0.0013804475063177919,0.1919697790093963,-0.05062134563922882,0.1061303951278298,-0.07110269315836347,0.4767716617832216,0.10541419568537284,0.962029328057275,-0.25123269029195866,-0.01641811908650479,0,nan,nan,nan,nan,nan,nan,nan,nan
2.815035581588745,1789121543.2172456,watch,0,0.0076699042692780495,-1.2640001773834229,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2640001773834229,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.1798493651410107,0.001379454463549057,0.19223590617661673,0.0008666143446190939,-0.026044160198652595,0.0038536183355541665,0.9996529899544384,0.11585555782509582,-0.001977683418302928,0.22767984197648994,0.009517195709523082,-0.00520674649555691,-0.7029823640377884,0.7111245380582787,0.1798445575230384,0.0013794175888563632,0.19224576904976093,-0.052155330777168274,0.1061590175415519,-0.07112311293821617,0.4769159801217614,0.1056517737209365,0.9620634726617522,-0.2509719082908987,-0.016872419164273816,0,nan,nan,nan,nan,nan,nan,nan,nan
2.855207681655884,1789121543.2506034,watch,0,0.0076699042692780495,-1.2624661922454834,1.352971076965332,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2624661922454834,1.352971076965332,-0.1426602154970169,0.0015339808305725455,0.17991448481751013,0.0013799539350281007,0.19210217706647115,0.0008651967363617387,-0.02567258470194301,0.00385337020517034,0.9996626037655859,0.11588327004448562,-0.0019883189363869846,0.2277169889769643,0.009543640110748746,-0.005598114628498492,-0.7031474775918545,0.7109579486877231,0.1799873125032293,0.0013805125273592806,0.19244184955692611,-0.052155330777168274,0.10615092275648223,-0.07111424536069408,0.4768699711931037,0.1053588186060328,0.9620182441820044,-0.25127916098528424,-0.01670929254774173,0,nan,nan,nan,nan,nan,nan,nan,nan
2.8952062129974365,1789121543.2839615,watch,0,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.17996654229224374,0.0013803532187054495,0.19199509034810647,0.0008640618367735908,-0.02537513123442635,0.0038531711899644347,0.999670200207928,0.11588005955589231,-0.001989920388348221,0.22771716960025595,0.00933334506746191,-0.005670526624127114,-0.7030948674385089,0.711012194817559,0.17997883524403624,0.0013804475063177919,0.1919697790093963,-0.05062134563922882,0.10614874535443086,-0.07111678370268211,0.4768712827762783,0.10538505137787259,0.9620382096864157,-0.25120630148620426,-0.016488424517261555,0,nan,nan,nan,nan,nan,nan,nan,nan
2.9350898265838623,1789121543.3173194,watch,0,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.17987706618455812,0.0013796669320675669,0.19217905045713946,0.0008660115920165739,-0.025886166683896036,0.0038535128955432775,0.9996570946263023,0.11595911328592823,-0.002024539544852738,0.22783063233434653,0.00949268267255207,-0.005436838201208308,-0.703041079001481,0.7110650961778996,0.17997883524403624,0.0013804475063177919,0.1919697790093963,-0.05062134563922882,0.10612089416844828,-0.07109410379359955,0.4767333273362973,0.10552558194211978,0.9620388058432269,-0.25112882356074234,-0.016733247876975103,0,nan,nan,nan,nan,nan,nan,nan,nan
2.974950075149536,1789121543.384035,watch,0,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.17984455752303846,0.001379417588856363,0.19224576904976082,0.000866718912542752,-0.026071570054619624,0.0038536366182943434,0.9996522753027813,0.11589533584039197,-0.001993493451931172,0.22773775492138987,0.009481451411323187,-0.005270221137217785,-0.7029881274651594,0.7111188504682804,0.17997883524403624,0.0013804475063177919,0.1919697790093963,-0.05062134563922882,0.10614651840395495,-0.07111240118728875,0.476845871728522,0.10562676365168805,0.962060603569035,-0.2509977146078045,-0.01680860263417577,0,nan,nan,nan,nan,nan,nan,nan,nan
3.0149331092834473,1789121543.417393,watch,0,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.17984455752303846,0.001379417588856363,0.19224576904976082,0.000866718912542752,-0.026071570054619624,0.0038536366182943434,0.9996522753027813,0.11585139484649004,-0.00197602549515713,0.22767561073455372,0.00961287279102134,-0.005420081145573053,-0.7031003602610142,0.7110049921047751,0.17997883524403624,0.0013804475063177919,0.1919697790093963,-0.05062134563922882,0.10616019062098761,-0.07112508126737632,0.4769217013168557,0.10546634673291741,0.9620276238511921,-0.2511884383830793,-0.01685434889609479,0,nan,nan,nan,nan,nan,nan,nan,nan
3.0552172660827637,1789121543.450751,watch,0,0.0076699042692780495,-1.2640001773834229,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2640001773834229,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.17984837896564237,0.001379446899530065,0.19223792943654494,0.0008666357954035551,-0.02604978297094111,0.0038536220862535556,0.9996528434143431,0.1158110886376077,-0.001953588956829011,0.2276070396153269,0.009533410600168183,-0.004932599752419402,-0.7031178640349899,0.7109923015173123,0.1798445575230384,0.0013794175888563632,0.19224576904976093,-0.052155330777168274,0.10617988995333191,-0.07113263621979515,0.47700160654896084,0.10552138090040784,0.9621255918481734,-0.2507732784642569,-0.01709814293896556,0,nan,nan,nan,nan,nan,nan,nan,nan
3.0952272415161133,1789121543.4841087,watch,0,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.0076699042692780495,-1.2624661922454834,1.3545050621032715,-0.1426602154970169,0.0015339808305725455,0.17993790939605117,0.001380133602826204,0.19205401074153952,0.0008646862409468449,-0.02553878332143548,0.003853280725602221,0.9996660317785211,0.11587906075319321,-0.001984622534308006,0.22771601623973786,0.009699368037768394,-0.00531512672362718,-0.7032119565922974,0.7108942367140225,0.17997883524403624,0.0013804475063177919,0.1919697790093963,-0.05062134563922882,0.10615383827132227,-0.07111816716370963,0.47687287756086266,0.10534747473565882,0.9620450584161193,-0.25116026483698517,-0.01702164830328599,0,nan,nan,nan,nan,nan,nan,nan,nan
