dir,q_waist,q_shoulder,q_elbow,q_wrist_angle,q_wrist_rotate,target_q_waist,target_q_shoulder,target_q_elbow,target_q_wrist_angle,target_q_wrist_rotate,measured_effort_waist,measured_effort_shoulder,measured_effort_elbow,measured_effort_wrist_angle,measured_effort_wrist_rotate,pwm_waist,pwm_shoulder,pwm_elbow,pwm_wrist_angle,pwm_wrist_rotate,tau_waist,tau_shoulder,tau_elbow,tau_wrist_angle,tau_wrist_rotate
1.0,0.0015339808305725455,-1.193437099456787,0.9019310275218136,0.36968937516212463,-0.021517811566033863,0.0,-1.2000000000000002,0.9,0.35,0.0,-13.450000762939453,30.770648768417853,-495.10424903622294,-441.1600036621094,172.20696131071247,-4.090615272521973,12.094020478999324,-182.8877653855901,-146.34121958613235,57.39238028168634,4.0826565597334453e-20,0.11605823545731966,-0.6969740825495518,-0.18767246830052778,0.00021080047939980946
-1.0,0.0015339808305725455,-1.2039932889534053,0.8572179664697434,0.33594179153442383,-0.021594319274263488,0.0,-1.2000000000000002,0.9,0.35,0.0,-13.450000762939453,151.7032574965175,-168.11493928295715,-164.08999633789062,172.3947919051249,-4.090615272521973,44.69546467931884,-61.042705686980916,-55.79882603240755,57.63240758846397,2.2035530438296412e-20,0.13327591525479038,-0.6864596263242496,-0.18657503561893027,0.00021231691228860785
1.0,0.0015339808305725455,-1.193437099456787,0.9018083998326505,0.6336777053968736,-0.021537014905284257,0.0,-1.2000000000000002,0.9,0.6,0.0,-13.450000762939453,30.71167372466622,-488.52215096120085,-546.4730039446541,172.31784400511324,-4.090615272521973,13.08944863715527,-181.40635389425893,-180.89592368570018,57.47192880794435,-4.056621611659247e-19,0.11996310158813253,-0.692585940014031,-0.18221829286799326,0.0001995001451277635
-1.0,0.0015339808305725455,-1.2042516946792603,0.8556085062026978,0.5829127430915833,-0.021594615741632878,0.0,-1.2000000000000002,0.9,0.6,0.0,-13.450000762939453,152.91305339813232,-157.0825552368164,-139.8800048828125,172.32140380859374,-4.090615272521973,45.234734341698434,-56.5171689001287,-47.44039157232484,57.59623625199245,2.0606617540802619e-19,0.13276946550162605,-0.686381125127387,-0.18601295480012733,0.00020635261663989171
1.0,0.0015339808305725455,-1.193437099456787,1.2028212535381317,-0.38053462028503415,-0.02165980987250805,0.0,-1.2000000000000002,1.2000000000000002,-0.4,0.0,-13.450000762939453,30.82740047454834,-505.4644519042969,-407.8309039306641,172.98717941284178,-4.090615272521973,12.024998135303745,-185.94474125045588,-135.56281584281933,57.80940981885241,-3.838753316956489e-19,0.11578897877060798,-0.6996913157124541,-0.1673097921771606,0.00019852375091364716
-1.0,0.0015339808305725455,-1.2037613365087616,1.1535536050796509,-0.41264083981513977,-0.021537014905284257,0.0,-1.2000000000000002,1.2000000000000002,-0.4,0.0,-13.450000762939453,144.67901794204997,-174.85000610351562,-134.5,172.18687010347173,-4.090615272521973,43.560409261717155,-52.30496563596674,-45.69771910303092,57.459705657462166,1.821892789220336e-19,0.1314550178168519,-0.6908306820264302,-0.15881267154216003,0.00018936669052169663
1.0,0.0015339808305725455,-1.1949710845947266,1.2026103688834162,-0.1288543939590454,-0.02149105297120174,0.0,-1.2000000000000002,1.2000000000000002,-0.15000000000000002,0.0,-13.450000762939453,30.980337283435684,-510.88507457261676,-443.8500061035156,172.16000366210938,-4.090615272521973,12.106641883206652,-189.2329153491127,-147.97004117397347,57.35141624523384,-1.3752177368854838e-19,0.10006707029748363,-0.7147918203546936,-0.18316344548574814,0.00020972738247455652
-1.0,0.0015339808305725455,-1.2030130016803742,1.1535536050796509,-0.16566993296146393,-0.021562018676195293,0.0,-1.2000000000000002,1.2000000000000002,-0.15000000000000002,0.0,-13.450000762939453,123.703015499115,-161.40000915527344,-142.57000732421875,172.16000366210938,-4.090615272521973,36.1819540112148,-57.09720900888052,-47.465843880633486,57.514545676565625,2.405573570202213e-19,0.11058071150777174,-0.7096246677390131,-0.17850476670392876,0.0002069788383792626
1.0,0.0015339808305725455,-1.1949653464957068,1.2025338991027223,0.11965050548315048,-0.021605795430497933,0.0,-1.2000000000000002,1.2000000000000002,0.09999999999999998,0.0,-13.450000762939453,30.606297307478222,-511.4119471599931,-441.1600036621094,172.25391895931557,-4.090615272521973,10.652772065498908,-190.18070782945742,-146.2225145300218,57.57081600403295,2.07174542310977e-19,0.09452557536424606,-0.7192683732592644,-0.18764232115401983,0.0002103148886678123
-1.0,0.0015339808305725455,-1.2026410102844238,1.1535536050796509,0.08590292930603027,-0.021634684015209606,0.0,-1.2000000000000002,1.2000000000000002,0.09999999999999998,0.0,-13.450000762939453,116.92264925495962,-166.77999877929688,-169.47000122070312,172.4824009584577,-4.090615272521973,32.65602770717159,-59.302172086137844,-56.08124592374796,57.673667883122626,8.905076270639368e-19,0.10044444740502627,-0.7182714215503507,-0.1873468638111499,0.00021229977470354206
